Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
3981,Shorts,,05/31/2023,3.6,Cash
4093,Kimono,,01/15/2023,3,Cash
4105,T-shirt,133,07/22/2023,2.5,Credit Card
4047,Pants,97,05/02/2023,3.8,Cash
3993,Jumpsuit,90,01/14/2023,4.2,Credit Card
3960,Wallet,91,03/06/2023,4,Credit Card
3992,Sandals,98,09/15/2023,2.3,Credit Card
4089,Gloves,43,12/27/2022,3.3,Cash
4029,Onesie,141,09/23/2023,3.8,Credit Card
4052,Vest,91,06/22/2023,4,Cash
4081,Swimsuit,41,09/22/2023,2.6,Credit Card
4062,Blazer,73,08/14/2023,1.8,Cash
4044,Swimsuit,,06/16/2023,,Cash
3998,Belt,,06/05/2023,4.5,Credit Card
3983,Hat,167,04/24/2023,2.1,Credit Card
4012,Polo Shirt,50,10/14/2022,3.1,Credit Card
3996,Sneakers,157,03/12/2023,4.7,Credit Card
4085,Skirt,58,08/24/2023,4.8,Credit Card
4013,Bowtie,137,03/16/2023,4.5,Cash
4005,Wallet,129,10/13/2022,3.3,Credit Card
4100,Bowtie,88,09/10/2023,,Credit Card
4114,Coat,33,08/24/2023,2.8,Credit Card
4091,Blouse,139,03/05/2023,,Credit Card
4093,Raincoat,71,07/21/2023,3.7,Cash
4098,Poncho,100,12/11/2022,3,Cash
3986,Belt,,12/12/2022,4.9,Cash
4063,T-shirt,162,12/01/2022,1.9,Credit Card
4074,Raincoat,177,09/22/2023,1.9,Cash
3976,Romper,83,05/23/2023,,Credit Card
3986,Socks,37,11/01/2022,1.1,Credit Card
3990,Shorts,77,02/13/2023,4.4,Credit Card
3961,Socks,113,08/29/2023,3.2,Cash
4079,Cardigan,112,07/16/2023,2.6,Cash
4046,Dress,,05/06/2023,3.3,Credit Card
4036,Blouse,102,09/25/2023,4.6,Cash
4049,Vest,28,11/10/2022,4,Credit Card
3992,Tie,125,07/08/2023,4.9,Cash
4070,Poncho,81,04/25/2023,2.1,Cash
4109,Trousers,169,09/16/2023,4.6,Credit Card
4090,Dress,40,05/16/2023,2.3,Credit Card
4044,Coat,,10/17/2022,4.8,Cash
4001,Wallet,,04/28/2023,4.4,Credit Card
4034,Socks,96,04/20/2023,2,Credit Card
3964,Onesie,103,01/15/2023,1.5,Cash
3987,Wallet,60,01/05/2023,4.1,Cash
4013,Sneakers,112,11/02/2022,2.9,Credit Card
3989,Shorts,21,11/06/2022,4.2,Credit Card
3993,Tie,,04/25/2023,3.9,Credit Card
4015,Kimono,131,12/24/2022,3.6,Cash
4035,Sun Hat,48,07/24/2023,4.9,Credit Card
3989,Kimono,141,09/13/2023,3.3,Credit Card
4010,Umbrella,,10/09/2022,,Credit Card
3990,Romper,91,06/01/2023,3,Cash
3977,Blouse,,01/08/2023,4.8,Credit Card
4065,Leggings,199,07/26/2023,3.2,Credit Card
3985,Tunic,161,07/26/2023,1.2,Cash
3976,Tunic,140,12/31/2022,4.5,Credit Card
3961,Jumpsuit,191,06/19/2023,3.7,Cash
4080,Vest,131,08/13/2023,,Credit Card
4067,Trench Coat,104,11/12/2022,3.3,Credit Card
3967,Camisole,38,09/11/2023,3.9,Credit Card
4007,Poncho,159,07/19/2023,3,Cash
3984,Pajamas,195,07/03/2023,4.8,Cash
3965,Blouse,171,12/22/2022,1.9,Cash
4088,Shorts,,06/10/2023,3.2,Cash
4108,Skirt,177,12/02/2022,2.3,Cash
3972,Jeans,158,07/16/2023,4.5,Cash
4077,Blouse,194,12/19/2022,1.6,Credit Card
3987,Pants,,05/04/2023,3.7,Cash
4021,Raincoat,144,09/26/2023,1,Cash
3968,Trench Coat,168,03/16/2023,3.8,Cash
3973,T-shirt,107,01/14/2023,1.5,Credit Card
4034,Jumpsuit,,01/29/2023,3.5,Credit Card
3959,Umbrella,18,05/27/2023,3.9,Credit Card
3981,Boots,189,11/17/2022,2,Credit Card
3988,Sweater,,05/24/2023,4,Credit Card
4111,Umbrella,,10/05/2022,1.7,Credit Card
4009,Trousers,48,07/02/2023,3,Credit Card
4107,Belt,62,05/06/2023,1.4,Credit Card
4008,Loafers,166,03/08/2023,3.3,Credit Card
4004,Poncho,198,08/10/2023,2.5,Cash
4046,T-shirt,190,02/13/2023,3.8,Cash
3964,Belt,,12/28/2022,2.4,Credit Card
3980,Onesie,93,04/27/2023,,Cash
3994,Cardigan,132,07/29/2023,3.8,Credit Card
4028,Cardigan,90,02/28/2023,3,Credit Card
4105,Kimono,127,12/21/2022,2.6,Credit Card
4046,Hoodie,97,10/17/2022,4.9,Cash
4047,Tunic,183,01/15/2023,2.4,Cash
3998,Belt,194,09/23/2023,3.1,Credit Card
4085,Boots,187,07/31/2023,,Cash
4113,Flip-Flops,133,07/03/2023,4.9,Credit Card
4018,Pants,,09/18/2023,,Cash
4086,Camisole,152,09/07/2023,1.7,Credit Card
4102,Trench Coat,86,01/30/2023,3.1,Cash
3974,Hat,190,11/15/2022,,Credit Card
3982,Boots,190,09/12/2023,1.1,Cash
4105,Sneakers,132,01/31/2023,3.3,Credit Card
3960,Jumpsuit,194,03/18/2023,4.8,Cash
4092,Shorts,41,03/05/2023,3.5,Credit Card
4012,Sandals,149,09/18/2023,1.9,Credit Card
4006,Tank Top,111,08/25/2023,4.5,Credit Card
4029,Boots,47,08/05/2023,3.4,Credit Card
4000,Wallet,83,09/21/2023,4.6,Cash
4094,Belt,30,10/11/2022,4.5,Cash
3958,Socks,123,11/28/2022,1.6,Cash
3982,Onesie,132,02/23/2023,1.1,Cash
4011,Romper,147,04/03/2023,,Credit Card
4086,Skirt,153,07/18/2023,4.8,Credit Card
4078,Tank Top,45,08/10/2023,4.2,Credit Card
4050,Camisole,,05/04/2023,2.2,Cash
4107,Trench Coat,71,05/20/2023,1.7,Cash
4004,Flip-Flops,181,10/15/2022,4.6,Credit Card
4069,Hat,67,04/14/2023,3.4,Cash
3984,Socks,23,08/04/2023,4.7,Credit Card
4003,Slippers,,01/01/2023,4.7,Cash
4047,Handbag,130,11/03/2022,2.6,Credit Card
4054,Handbag,,08/13/2023,1.5,Credit Card
4065,Pants,11,03/25/2023,2.4,Credit Card
4011,Gloves,50,07/04/2023,2,Credit Card
4088,Shorts,131,05/14/2023,1.8,Cash
4015,Blouse,61,01/07/2023,2.4,Credit Card
4061,Vest,83,10/03/2022,4.7,Cash
3985,Dress,175,04/08/2023,4.6,Credit Card
4037,Sneakers,,02/11/2023,4.4,Cash
3988,Socks,176,08/08/2023,,Cash
4076,Pants,146,06/30/2023,3.7,Credit Card
3985,Belt,19,12/24/2022,3.1,Cash
4090,Jeans,54,02/18/2023,3.1,Cash
3991,Flip-Flops,55,01/28/2023,3.2,Cash
4083,Socks,19,07/16/2023,2.3,Credit Card
4049,Hoodie,111,06/21/2023,1.8,Cash
4030,Sweater,57,02/21/2023,2.7,Cash
4099,Pajamas,84,09/04/2023,1.3,Cash
3967,Tie,12,02/04/2023,,Credit Card
3978,Flannel Shirt,164,10/29/2022,3.2,Cash
4040,Blazer,,09/24/2023,2.2,Cash
4083,Tank Top,82,12/16/2022,4.1,Cash
3986,Handbag,174,09/22/2023,3.8,Credit Card
4055,Gloves,136,09/14/2023,1.2,Credit Card
4029,Gloves,44,11/09/2022,2.2,Credit Card
4073,Trousers,129,05/28/2023,4.6,Cash
4110,Belt,38,07/04/2023,3.6,Credit Card
4036,Onesie,197,11/28/2022,3.1,Cash
4070,Sweater,75,05/02/2023,,Cash
4014,Trench Coat,13,05/31/2023,1.8,Credit Card
4098,Belt,85,06/16/2023,1.2,Credit Card
4061,Backpack,59,10/04/2022,4.5,Cash
4031,Sweater,,04/17/2023,3.1,Cash
4066,Blazer,113,08/22/2023,2.5,Cash
4005,Shorts,141,04/12/2023,4.6,Cash
3974,Sneakers,112,08/26/2023,,Credit Card
4078,Swimsuit,57,02/17/2023,4.6,Credit Card
4051,Sneakers,132,09/06/2023,1.3,Cash
4002,Raincoat,73,01/23/2023,1.8,Credit Card
3960,Romper,,09/14/2023,1.1,Cash
4082,Tie,124,11/29/2022,1.8,Cash
3983,Boots,94,03/26/2023,4.7,Cash
4058,Leggings,195,08/28/2023,,Cash
4069,Sweater,76,06/29/2023,4.3,Credit Card
4090,Hat,187,07/25/2023,4.9,Credit Card
3978,Dress,180,10/28/2022,4.3,Cash
3987,T-shirt,,11/23/2022,4.4,Credit Card
3993,Sweater,113,04/14/2023,,Credit Card
4058,Wallet,190,08/31/2023,2,Credit Card
4059,Poncho,186,02/08/2023,4.5,Cash
4108,Leggings,,07/26/2023,3.3,Credit Card
3983,Scarf,85,09/03/2023,3.5,Cash
4000,Cardigan,66,12/13/2022,4.5,Credit Card
3973,Onesie,44,09/01/2023,2.1,Credit Card
4050,Sneakers,126,06/20/2023,2.7,Credit Card
4007,Loafers,165,11/18/2022,2.1,Cash
4043,Skirt,189,03/19/2023,4.3,Credit Card
4008,Belt,130,10/02/2022,3.4,Credit Card
4109,Hat,180,01/12/2023,2.6,Credit Card
4060,Sandals,73,05/19/2023,2.8,Credit Card
3988,Kimono,162,10/25/2022,1.9,Cash
4016,Swimsuit,30,11/29/2022,1.5,Credit Card
4065,Trousers,145,06/02/2023,3,Credit Card
4084,Blazer,29,10/29/2022,2.3,Credit Card
4028,Shorts,38,08/04/2023,2,Cash
4105,Skirt,,12/20/2022,4.7,Cash
4108,Wallet,139,05/01/2023,3.1,Cash
4026,T-shirt,147,08/20/2023,3.3,Cash
4121,Umbrella,,03/03/2023,1.5,Cash
4059,Sun Hat,143,10/23/2022,4.5,Credit Card
4048,Jumpsuit,184,05/18/2023,3.2,Cash
4078,Blouse,159,10/26/2022,1.5,Credit Card
4111,Trousers,140,01/14/2023,2.9,Credit Card
4060,Swimsuit,24,10/17/2022,1.9,Credit Card
4081,Poncho,141,06/21/2023,1.7,Cash
4087,Swimsuit,154,08/20/2023,4.2,Cash
4028,Poncho,,07/05/2023,3.5,Cash
3994,Jumpsuit,88,10/18/2022,1.6,Credit Card
4073,Slippers,111,06/24/2023,1.2,Credit Card
3984,Flannel Shirt,10,08/25/2023,4.1,Credit Card
3988,Loafers,158,11/04/2022,1.8,Credit Card
4021,Swimsuit,,05/22/2023,3.3,Cash
4082,Boots,189,12/22/2022,2.4,Cash
4084,Backpack,,04/25/2023,4.7,Credit Card
4016,Sneakers,27,12/17/2022,1.8,Cash
4117,Scarf,130,06/29/2023,2.6,Cash
3991,Slippers,,12/25/2022,2.2,Cash
3964,Pajamas,44,08/05/2023,,Cash
3982,Hoodie,196,05/02/2023,1.8,Cash
3970,Skirt,117,07/10/2023,2.8,Credit Card
3974,Blouse,107,12/30/2022,1.3,Credit Card
4084,Handbag,106,08/31/2023,3.1,Cash
3963,Poncho,184,03/02/2023,1.6,Credit Card
4002,Loafers,148,03/04/2023,1.2,Credit Card
4054,Shorts,,06/28/2023,2.6,Credit Card
4111,Dress,40,03/18/2023,3.5,Cash
4040,Slippers,,10/17/2022,4.7,Cash
3996,Backpack,145,09/05/2023,1.6,Cash
4034,Socks,,10/11/2022,1.9,Credit Card
4116,Socks,10,05/24/2023,3.3,Credit Card
4116,Romper,86,12/16/2022,4.1,Cash
3981,Bowtie,194,06/23/2023,1.9,Credit Card
3976,Skirt,146,06/18/2023,3.3,Credit Card
4090,Jacket,68,09/04/2023,,Credit Card
4083,Polo Shirt,98,07/25/2023,4.6,Credit Card
4076,Flip-Flops,,03/24/2023,3.6,Credit Card
4008,Trousers,,07/18/2023,3.5,Credit Card
4032,Blazer,38,01/04/2023,4,Credit Card
4084,Camisole,,08/26/2023,3.5,Credit Card
4082,Onesie,167,08/29/2023,5,Cash
4086,Tunic,14,05/29/2023,4.7,Credit Card
4023,Socks,27,08/21/2023,3.1,Cash
4095,Polo Shirt,,02/20/2023,1.6,Cash
4044,Camisole,,11/16/2022,1.7,Cash
4095,Pants,190,11/09/2022,5,Cash
4096,Dress,72,05/04/2023,2.5,Cash
3961,Blouse,112,07/05/2023,,Cash
3965,Socks,148,10/03/2022,1.6,Cash
4067,Tie,24,05/06/2023,3.8,Cash
3987,Sun Hat,,08/01/2023,1.9,Credit Card
4055,Romper,69,09/17/2023,4.4,Credit Card
4072,Sandals,197,11/28/2022,4.8,Credit Card
4037,Tunic,157,08/05/2023,2.7,Credit Card
4053,Sun Hat,182,04/17/2023,2.8,Cash
4070,Raincoat,70,11/27/2022,2.5,Cash
4074,Swimsuit,46,12/28/2022,2.6,Cash
3966,Bowtie,143,05/31/2023,1.8,Cash
3965,Handbag,86,04/27/2023,1.8,Cash
4002,Romper,152,04/20/2023,4.5,Cash
4099,Shorts,198,12/08/2022,3.5,Cash
4034,Belt,170,10/09/2022,3.2,Cash
3999,Jacket,152,07/14/2023,2.6,Cash
4082,Onesie,98,10/18/2022,1.9,Cash
4067,Tie,181,06/30/2023,1.4,Cash
3991,Flannel Shirt,144,12/09/2022,2.2,Cash
4036,Trench Coat,116,10/10/2022,4.1,Credit Card
4056,Jeans,86,02/01/2023,1.2,Cash
4081,Coat,147,08/17/2023,3.2,Credit Card
3985,Loafers,67,12/02/2022,2.5,Cash
4102,Sneakers,191,05/23/2023,1.7,Cash
4082,Tank Top,,10/31/2022,3.8,Cash
4098,Blouse,24,08/23/2023,3.7,Credit Card
4095,Cardigan,116,12/30/2022,4,Cash
4103,Dress,44,05/05/2023,1.6,Cash
4077,Sunglasses,75,01/09/2023,4.1,Credit Card
4078,Sweater,175,09/11/2023,2.6,Credit Card
4100,Tank Top,,02/14/2023,4.5,Cash
3997,Socks,104,02/22/2023,4.7,Credit Card
4086,Poncho,,02/16/2023,4.7,Cash
3971,Vest,58,01/21/2023,3.9,Cash
4057,Kimono,,03/17/2023,3.7,Credit Card
4024,Umbrella,164,08/02/2023,1.3,Cash
4083,Polo Shirt,28,04/15/2023,,Credit Card
4108,Trench Coat,,08/20/2023,1.2,Credit Card
4053,Jacket,195,08/31/2023,2.3,Cash
4114,Coat,65,01/04/2023,1.8,Cash
4047,Bowtie,95,08/26/2023,1.9,Cash
4029,Tunic,13,02/08/2023,2.5,Credit Card
4039,Trench Coat,58,03/22/2023,3.3,Cash
3972,Pajamas,40,06/26/2023,2.9,Cash
3964,Sun Hat,132,09/15/2023,2.2,Credit Card
4108,Jumpsuit,188,06/07/2023,3.2,Credit Card
3968,Pajamas,62,10/05/2022,1.6,Cash
3989,Vest,71,11/12/2022,3.1,Credit Card
4050,Loafers,82,01/01/2023,1.6,Cash
4046,Sneakers,146,10/07/2022,2.9,Credit Card
4106,Scarf,88,03/02/2023,3.8,Cash
3963,Hat,141,09/05/2023,4.9,Credit Card
4117,T-shirt,129,09/03/2023,1.6,Credit Card
4044,Coat,,12/14/2022,4,Cash
4054,Sunglasses,130,03/03/2023,2.5,Cash
3981,Scarf,91,12/24/2022,1.7,Credit Card
4066,Slippers,104,09/03/2023,,Credit Card
4045,Tank Top,21,04/11/2023,4.3,Cash
4048,T-shirt,66,01/20/2023,3.3,Cash
4062,Trench Coat,14,04/28/2023,4.6,Credit Card
4046,Overalls,159,08/03/2023,4.8,Credit Card
3971,Trench Coat,116,10/11/2022,4.5,Credit Card
4019,Romper,60,07/28/2023,4.5,Cash
4020,Camisole,107,11/17/2022,,Cash
4017,Flannel Shirt,72,12/20/2022,2.2,Credit Card
4122,Sandals,177,01/24/2023,1.6,Cash
4036,Blazer,96,05/24/2023,4.2,Cash
4108,Gloves,135,04/06/2023,4.8,Credit Card
3978,Cardigan,174,02/06/2023,3.8,Credit Card
3973,Romper,127,10/06/2022,1.3,Cash
4035,Sneakers,,01/03/2023,4.2,Cash
3986,Sun Hat,53,07/11/2023,,Cash
4043,Shorts,,02/15/2023,2.7,Cash
4000,Coat,57,07/20/2023,4.4,Cash
3962,Gloves,148,05/21/2023,2.1,Cash
4094,Dress,25,04/27/2023,4.7,Cash
4040,Polo Shirt,29,09/27/2023,4.6,Cash
3966,Boots,181,11/01/2022,,Credit Card
4074,Cardigan,,02/06/2023,2.2,Cash
4065,Dress,,08/10/2023,2.7,Cash
4102,Handbag,,04/12/2023,,Cash
4088,Pants,27,08/30/2023,4,Cash
4064,Sneakers,12,05/19/2023,1.3,Credit Card
4025,Blouse,126,10/02/2022,1.5,Cash
3962,Sneakers,168,12/08/2022,3.5,Cash
4077,Sweater,167,03/01/2023,1.1,Credit Card
4107,Backpack,178,02/03/2023,4.6,Cash
3962,Boots,11,04/12/2023,1.1,Credit Card
4038,Scarf,115,03/13/2023,3.8,Cash
4053,Polo Shirt,,12/09/2022,4.2,Credit Card
4103,Shorts,80,09/20/2023,4.1,Credit Card
4056,T-shirt,83,03/08/2023,2.4,Cash
4039,Backpack,,10/23/2022,3.9,Cash
4103,Raincoat,182,03/31/2023,3,Cash
3982,Handbag,55,04/01/2023,4.7,Cash
4082,Loafers,,01/23/2023,1.3,Credit Card
3982,Swimsuit,,09/24/2023,2.3,Cash
4009,Leggings,,05/07/2023,1.5,Cash
4043,Hoodie,,02/09/2023,4.2,Cash
4084,Romper,100,06/15/2023,1.3,Credit Card
4085,Sun Hat,111,11/11/2022,1.6,Credit Card
4043,Sandals,,09/25/2023,4.1,Credit Card
3999,Camisole,127,07/01/2023,1,Credit Card
4114,Blouse,188,05/15/2023,,Credit Card
4033,Tie,185,04/08/2023,4.5,Cash
4050,Flip-Flops,30,02/21/2023,1.6,Cash
4068,Cardigan,176,09/14/2023,4.5,Credit Card
4008,Leggings,33,10/10/2022,4.5,Cash
4084,Sweater,106,02/03/2023,1.4,Credit Card
4119,Handbag,24,04/24/2023,3.8,Cash
3976,T-shirt,189,09/26/2023,4,Credit Card
4094,Raincoat,,02/18/2023,,Credit Card
4011,Gloves,121,06/20/2023,,Credit Card
4030,Camisole,94,07/08/2023,1,Credit Card
4024,Sneakers,34,12/16/2022,1.9,Credit Card
3969,Hat,20,12/01/2022,,Cash
4033,Sandals,187,03/31/2023,,Credit Card
4103,Jeans,131,07/20/2023,3.1,Credit Card
4059,Polo Shirt,29,05/21/2023,1.8,Credit Card
4014,Wallet,81,06/14/2023,3.4,Credit Card
4116,Jumpsuit,154,02/06/2023,2.2,Cash
3980,Jumpsuit,55,06/24/2023,4.5,Credit Card
4105,Slippers,90,04/09/2023,,Cash
3981,Skirt,,02/20/2023,1,Cash
4108,Camisole,46,10/01/2023,1.8,Cash
4043,Poncho,192,04/24/2023,3.2,Cash
4026,Tank Top,29,04/30/2023,3.8,Credit Card
3974,Pajamas,154,12/18/2022,1.3,Cash
4102,Backpack,109,01/11/2023,2.3,Cash
4092,Sandals,148,12/06/2022,1.6,Cash
4078,Handbag,199,01/28/2023,3.4,Cash
4066,Handbag,,05/09/2023,3,Cash
4010,Loafers,195,10/21/2022,2.7,Credit Card
4045,Sun Hat,,04/15/2023,3.9,Credit Card
3976,Scarf,98,04/26/2023,3.6,Credit Card
4034,Bowtie,,05/27/2023,2,Credit Card
4086,Gloves,29,08/07/2023,1.3,Credit Card
4033,Leggings,167,08/17/2023,,Credit Card
4067,Sneakers,111,06/29/2023,3.9,Cash
4095,Scarf,93,04/28/2023,4.3,Cash
4037,Slippers,,02/24/2023,,Cash
4008,Handbag,125,07/28/2023,3.9,Cash
4063,Tunic,101,11/08/2022,,Cash
4059,Vest,106,12/07/2022,1.4,Credit Card
4021,Pants,184,04/10/2023,4.7,Credit Card
4116,Bowtie,107,07/26/2023,3.7,Credit Card
4088,Gloves,,03/09/2023,1.3,Credit Card
4073,Camisole,73,07/19/2023,4.4,Credit Card
4097,Camisole,31,06/07/2023,4,Credit Card
4003,Belt,107,09/08/2023,3,Cash
3961,Swimsuit,172,12/30/2022,2.3,Credit Card
4117,Pants,,12/10/2022,1.8,Credit Card
4089,Onesie,102,10/27/2022,1.2,Credit Card
4004,Hoodie,,02/10/2023,2.9,Credit Card
4104,Kimono,,01/05/2023,4.7,Cash
4084,Hat,102,08/07/2023,4.9,Cash
4011,Overalls,36,06/27/2023,4.6,Cash
4076,Hat,,04/18/2023,1.6,Cash
4025,Hat,,01/04/2023,2.7,Cash
4120,Socks,152,12/25/2022,,Credit Card
4093,Sunglasses,36,04/30/2023,2.3,Cash
4114,Kimono,,07/17/2023,3.5,Cash
4068,Camisole,33,08/15/2023,1.1,Cash
4101,Hat,93,12/06/2022,3.6,Credit Card
4117,Backpack,13,10/07/2022,3.4,Cash
3972,Cardigan,109,04/16/2023,1.4,Credit Card
4090,Jeans,195,05/03/2023,1.6,Credit Card
4008,Blazer,72,04/23/2023,1.1,Credit Card
4050,Coat,53,11/08/2022,2.2,Cash
4075,Hat,53,05/22/2023,3.2,Cash
3994,Vest,,07/20/2023,2.9,Cash
4018,Umbrella,136,07/27/2023,2.7,Credit Card
3995,Loafers,,04/28/2023,1.6,Cash
4033,Socks,,12/31/2022,1.2,Cash
4068,Jacket,86,01/06/2023,1.3,Cash
4062,Pants,29,03/27/2023,2.9,Cash
4038,Jacket,73,04/13/2023,1.9,Credit Card
3973,Belt,136,08/10/2023,4.2,Credit Card
4119,Boots,60,07/31/2023,1.1,Credit Card
4009,Overalls,44,08/05/2023,1.6,Credit Card
4062,Backpack,111,09/03/2023,3.7,Cash
4025,Vest,168,12/20/2022,1.5,Credit Card
4030,Skirt,94,07/30/2023,2.1,Credit Card
4122,Camisole,120,08/06/2023,4.2,Cash
3998,Flannel Shirt,176,07/09/2023,2.5,Credit Card
4022,Blouse,44,02/05/2023,1.3,Credit Card
4110,Camisole,164,01/20/2023,2.7,Cash
4017,Tunic,61,03/15/2023,2.3,Credit Card
4060,T-shirt,55,07/12/2023,4.5,Credit Card
4018,Loafers,91,06/03/2023,4.7,Credit Card
3986,Skirt,187,04/24/2023,4.1,Credit Card
3995,Pajamas,157,07/13/2023,3.3,Credit Card
4006,Pajamas,93,06/22/2023,1.8,Cash
3964,Jeans,110,05/27/2023,2.3,Cash
4019,Shorts,154,09/30/2023,4.9,Cash
4036,T-shirt,,06/12/2023,3.4,Credit Card
4075,Tunic,56,05/20/2023,4.3,Cash
4081,Backpack,150,08/10/2023,2.9,Cash
4100,Dress,,01/05/2023,,Credit Card
4068,Blouse,191,04/10/2023,1.4,Credit Card
4065,Boots,84,05/12/2023,3.5,Credit Card
4122,Jumpsuit,27,10/08/2022,,Cash
3966,Hoodie,114,03/05/2023,3.4,Credit Card
4008,Sneakers,45,12/03/2022,4.8,Cash
3997,Pants,71,02/05/2023,2.8,Cash
4026,Handbag,49,02/09/2023,4.2,Cash
3991,Loafers,106,06/27/2023,1.6,Credit Card
3964,T-shirt,,12/29/2022,1.2,Credit Card
4023,T-shirt,132,10/27/2022,3.5,Cash
4028,Skirt,146,06/26/2023,4.3,Credit Card
4097,Polo Shirt,187,02/07/2023,1.6,Cash
4002,Poncho,19,08/09/2023,2.3,Cash
4121,Trousers,102,02/05/2023,3.4,Credit Card
3967,Romper,147,11/19/2022,4.3,Credit Card
4081,Hoodie,31,03/18/2023,4.8,Credit Card
3962,Socks,,01/12/2023,1.5,Cash
3971,Blouse,180,08/06/2023,3.9,Cash
3978,Onesie,175,06/29/2023,4.2,Cash
4037,Tunic,154,01/07/2023,4.2,Credit Card
4111,Sunglasses,183,08/04/2023,4.3,Cash
4033,Bowtie,94,11/14/2022,,Cash
3973,Coat,120,12/20/2022,1.6,Credit Card
4061,Blazer,,12/05/2022,,Credit Card
4050,Trousers,,04/26/2023,4,Cash
3980,Onesie,142,10/07/2022,,Credit Card
4058,Pants,186,10/17/2022,4.6,Cash
3992,Boots,124,10/04/2022,3.5,Credit Card
4017,Sweater,128,11/05/2022,3.4,Credit Card
3985,Polo Shirt,160,02/27/2023,1.4,Credit Card
4103,Tank Top,48,03/03/2023,2.1,Cash
4085,Sneakers,16,10/27/2022,2.8,Credit Card
3987,Handbag,85,09/01/2023,1.5,Credit Card
4090,Polo Shirt,31,09/04/2023,1.5,Credit Card
4105,Shorts,,09/24/2023,3.2,Cash
4091,Jeans,46,05/28/2023,2.3,Cash
4021,Dress,97,04/24/2023,3.2,Cash
4084,Skirt,62,12/16/2022,3.6,Cash
3980,Polo Shirt,99,08/13/2023,2.3,Credit Card
4017,Cardigan,122,11/05/2022,1.1,Cash
4110,Skirt,125,03/07/2023,3.3,Cash
3988,Trench Coat,86,08/31/2023,4.5,Credit Card
4037,Tie,,09/05/2023,,Credit Card
4041,Pants,15,01/26/2023,1.5,Credit Card
4106,T-shirt,175,10/19/2022,,Credit Card
4056,Gloves,,02/24/2023,,Credit Card
4017,Jeans,199,07/17/2023,3.1,Credit Card
4065,Gloves,54,11/07/2022,1.9,Credit Card
4012,Belt,94,01/21/2023,4.9,Credit Card
3993,Pajamas,128,03/04/2023,2.7,Credit Card
3984,Pants,113,12/01/2022,3,Credit Card
4001,Raincoat,57,10/10/2022,3.1,Cash
4011,Backpack,120,01/14/2023,2.6,Cash
4027,Cardigan,198,06/23/2023,4.3,Credit Card
4069,Gloves,60,07/23/2023,2.8,Credit Card
4061,Umbrella,119,06/12/2023,4.6,Credit Card
4022,Pajamas,190,03/15/2023,2,Credit Card
4107,Umbrella,81,12/18/2022,3.2,Credit Card
3971,Romper,26,08/23/2023,,Credit Card
4082,Shorts,147,07/07/2023,1.9,Credit Card
4093,Kimono,,05/30/2023,,Credit Card
4052,Coat,127,12/08/2022,1.9,Cash
3985,Shorts,,10/18/2022,4.5,Cash
4038,Gloves,135,07/31/2023,2.3,Cash
4096,Skirt,173,08/11/2023,3.7,Cash
4065,Cardigan,109,07/05/2023,,Credit Card
4078,Raincoat,160,05/12/2023,3,Credit Card
4020,Jacket,,08/27/2023,3.8,Cash
4028,Flip-Flops,127,03/18/2023,1.2,Cash
3994,Trousers,182,09/10/2023,1.8,Cash
4049,Shorts,86,04/16/2023,1,Credit Card
4078,Swimsuit,161,03/03/2023,3.3,Cash
4051,Hoodie,,12/22/2022,4.6,Cash
4035,Dress,,09/08/2023,1.9,Credit Card
3962,Loafers,,09/24/2023,4.7,Cash
4122,Pants,56,12/10/2022,2.1,Cash
4112,Hat,46,03/02/2023,3,Cash
3965,Belt,117,10/07/2022,1.8,Credit Card
3970,Flannel Shirt,157,03/19/2023,2.3,Credit Card
4018,Trousers,57,08/15/2023,2,Credit Card
4021,Loafers,147,09/30/2023,2.1,Cash
4098,Hat,175,08/30/2023,,Cash
4055,Umbrella,54,12/18/2022,3.6,Credit Card
4036,Belt,135,10/30/2022,2.6,Credit Card
4120,Pants,57,06/24/2023,1.2,Credit Card
4049,Wallet,125,01/03/2023,4,Credit Card
3988,Umbrella,101,01/29/2023,1.8,Credit Card
4093,Blazer,134,03/23/2023,4,Cash
4017,Flip-Flops,,01/28/2023,3.7,Cash
4070,Cardigan,153,10/17/2022,4.3,Credit Card
4056,Raincoat,136,07/20/2023,1.2,Credit Card
3959,Skirt,135,06/07/2023,3.3,Credit Card
4057,Sneakers,123,05/08/2023,2,Credit Card
4022,Kimono,31,05/09/2023,2.2,Cash
4034,Wallet,66,08/09/2023,1.7,Credit Card
3980,Swimsuit,80,11/23/2022,3,Credit Card
4017,Sandals,83,08/16/2023,3.9,Credit Card
4033,Romper,,02/12/2023,2.6,Cash
4010,Jacket,200,07/15/2023,4.7,Cash
3998,T-shirt,136,08/15/2023,3.4,Credit Card
4069,Pants,38,04/25/2023,3.7,Credit Card
4118,Jumpsuit,78,12/05/2022,1.3,Credit Card
4038,Backpack,103,07/20/2023,1,Cash
4121,Pants,20,07/08/2023,,Credit Card
4061,Leggings,122,10/19/2022,,Credit Card
3965,Pants,118,08/30/2023,,Credit Card
4027,Pajamas,,04/09/2023,1,Cash
3977,Bowtie,73,04/25/2023,3.9,Credit Card
4082,Camisole,18,07/02/2023,1.4,Cash
4077,Onesie,99,12/08/2022,3.6,Credit Card
4062,Jacket,32,10/04/2022,4,Cash
4042,Shorts,40,11/14/2022,2.1,Cash
